,,,Published Proxy,Published age,Published Temperature,Age model error,,,,,,,,,,,,,,,
,,,2.64,7690.0000,2.64,153.80,,,,,,,,,,,,,,,
,,,2.85,7710.0000,2.85,154.20,,,,,,,,,,,,,,,
,,,3.47,7730.0000,3.47,154.60,,,,,,,,,,,,,,,
,,,2.92,7750.0000,2.92,155.00,,,,,,,,,,,,,,,
,,,2.98,7770.0000,2.98,155.40,,,,,,,,,,,,,,,
,,,3.33,7790.0000,3.33,155.80,,,,,,,,,,,,,,,
,,,3.19,7810.0000,3.19,156.20,,,,,,,,,,,,,,,
,,,2.88,7830.0000,2.88,156.60,,,,,,,,,,,,,,,
,,,2.34,7850.0000,2.34,157.00,,,,,,,,,,,,,,,
,,,3.23,7870.0000,3.23,157.40,,,,,,,,,,,,,,,
,,,3.04,7890.0000,3.04,157.80,,,,,,,,,,,,,,,
,,,3.54,7910.0000,3.54,158.20,,,,,,,,,,,,,,,
,,,3.55,7930.0000,3.55,158.60,,,,,,,,,,,,,,,
,,,2.91,7950.0000,2.91,159.00,,,,,,,,,,,,,,,
,,,2.90,7970.0000,2.90,159.40,,,,,,,,,,,,,,,
,,,3.06,7990.0000,3.06,159.80,,,,,,,,,,,,,,,
,,,2.77,8010.0000,2.77,160.20,,,,,,,,,,,,,,,
,,,2.96,8030.0000,2.96,160.60,,,,,,,,,,,,,,,
,,,2.47,8050.0000,2.47,161.00,,,,,,,,,,,,,,,
,,,2.31,8070.0000,2.31,161.40,,,,,,,,,,,,,,,
,,,1.83,8090.0000,1.83,161.80,,,,,,,,,,,,,,,
,,,0.83,8110.0000,0.83,162.20,,,,,,,,,,,,,,,
,,,0.66,8130.0000,0.66,162.60,,,,,,,,,,,,,,,
,,,0.86,8150.0000,0.86,163.00,,,,,,,,,,,,,,,
,,,0.19,8170.0000,0.19,163.40,,,,,,,,,,,,,,,
,,,0.39,8190.0000,0.39,163.80,,,,,,,,,,,,,,,
,,,1.91,8210.0000,1.91,164.20,,,,,,,,,,,,,,,
,,,2.42,8230.0000,2.42,164.60,,,,,,,,,,,,,,,
,,,2.30,8250.0000,2.30,165.00,,,,,,,,,,,,,,,
,,,2.33,8270.0000,2.33,165.40,,,,,,,,,,,,,,,
,,,2.83,8290.0000,2.83,165.80,,,,,,,,,,,,,,,
,,,2.70,8310.0000,2.70,166.20,,,,,,,,,,,,,,,
,,,2.87,8330.0000,2.87,166.60,,,,,,,,,,,,,,,
,,,3.00,8350.0000,3.00,167.00,,,,,,,,,,,,,,,
,,,3.23,8370.0000,3.23,167.40,,,,,,,,,,,,,,,
,,,3.54,8390.0000,3.54,167.80,,,,,,,,,,,,,,,
,,,2.72,8410.0000,2.72,168.20,,,,,,,,,,,,,,,
,,,1.97,8430.0000,1.97,168.60,,,,,,,,,,,,,,,
,,,2.33,8450.0000,2.33,169.00,,,,,,,,,,,,,,,
,,,2.04,8470.0000,2.04,169.40,,,,,,,,,,,,,,,
,,,2.27,8490.0000,2.27,169.80,,,,,,,,,,,,,,,
,,,2.52,8510.0000,2.52,170.20,,,,,,,,,,,,,,,
,,,1.94,8530.0000,1.94,170.60,,,,,,,,,,,,,,,
,,,2.48,8550.0000,2.48,171.00,,,,,,,,,,,,,,,
,,,2.11,8570.0000,2.11,171.40,,,,,,,,,,,,,,,
,,,1.98,8590.0000,1.98,171.80,,,,,,,,,,,,,,,
,,,2.56,8610.0000,2.56,172.20,,,,,,,,,,,,,,,
,,,2.14,8630.0000,2.14,172.60,,,,,,,,,,,,,,,
,,,2.41,8650.0000,2.41,173.00,,,,,,,,,,,,,,,
,,,2.21,8670.0000,2.21,173.40,,,,,,,,,,,,,,,
,,,2.39,8690.0000,2.39,173.80,,,,,,,,,,,,,,,
,,,2.41,8710.0000,2.41,174.20,,,,,,,,,,,,,,,
,,,2.96,8730.0000,2.96,174.60,,,,,,,,,,,,,,,
,,,3.30,8750.0000,3.30,175.00,,,,,,,,,,,,,,,
,,,3.20,8770.0000,3.20,175.40,,,,,,,,,,,,,,,
,,,2.89,8790.0000,2.89,175.80,,,,,,,,,,,,,,,
,,,2.02,8810.0000,2.02,176.20,,,,,,,,,,,,,,,
,,,2.83,8830.0000,2.83,176.60,,,,,,,,,,,,,,,
,,,1.98,8850.0000,1.98,177.00,,,,,,,,,,,,,,,
,,,3.14,8870.0000,3.14,177.40,,,,,,,,,,,,,,,
,,,2.41,8890.0000,2.41,177.80,,,,,,,,,,,,,,,
,,,2.77,8910.0000,2.77,178.20,,,,,,,,,,,,,,,
,,,2.16,8930.0000,2.16,178.60,,,,,,,,,,,,,,,
,,,2.13,8950.0000,2.13,179.00,,,,,,,,,,,,,,,
,,,2.75,8970.0000,2.75,179.40,,,,,,,,,,,,,,,
,,,1.39,8990.0000,1.39,179.80,,,,,,,,,,,,,,,
,,,1.80,9010.0000,1.80,180.20,,,,,,,,,,,,,,,
,,,1.53,9030.0000,1.53,180.60,,,,,,,,,,,,,,,
,,,2.88,9050.0000,2.88,181.00,,,,,,,,,,,,,,,
,,,2.42,9070.0000,2.42,181.40,,,,,,,,,,,,,,,
,,,2.74,9090.0000,2.74,181.80,,,,,,,,,,,,,,,
,,,2.91,9110.0000,2.91,182.20,,,,,,,,,,,,,,,
,,,2.51,9130.0000,2.51,182.60,,,,,,,,,,,,,,,
,,,2.29,9150.0000,2.29,183.00,,,,,,,,,,,,,,,
,,,3.04,9170.0000,3.04,183.40,,,,,,,,,,,,,,,
,,,2.83,9190.0000,2.83,183.80,,,,,,,,,,,,,,,
,,,2.99,9210.0000,2.99,184.20,,,,,,,,,,,,,,,
,,,1.93,9230.0000,1.93,184.60,,,,,,,,,,,,,,,
,,,1.12,9250.0000,1.12,185.00,,,,,,,,,,,,,,,
,,,1.95,9270.0000,1.95,185.40,,,,,,,,,,,,,,,
,,,2.60,9290.0000,2.60,185.80,,,,,,,,,,,,,,,
,,,2.14,9310.0000,2.14,186.20,,,,,,,,,,,,,,,
,,,2.18,9330.0000,2.18,186.60,,,,,,,,,,,,,,,
,,,1.81,9350.0000,1.81,187.00,,,,,,,,,,,,,,,
,,,2.19,9370.0000,2.19,187.40,,,,,,,,,,,,,,,
,,,2.44,9390.0000,2.44,187.80,,,,,,,,,,,,,,,
,,,2.00,9410.0000,2.00,188.20,,,,,,,,,,,,,,,
,,,2.47,9430.0000,2.47,188.60,,,,,,,,,,,,,,,
,,,2.43,9450.0000,2.43,189.00,,,,,,,,,,,,,,,
,,,2.86,9470.0000,2.86,189.40,,,,,,,,,,,,,,,
,,,2.28,9490.0000,2.28,189.80,,,,,,,,,,,,,,,
,,,2.69,9510.0000,2.69,190.20,,,,,,,,,,,,,,,
,,,2.78,9530.0000,2.78,190.60,,,,,,,,,,,,,,,
,,,2.17,9550.0000,2.17,191.00,,,,,,,,,,,,,,,
,,,2.01,9570.0000,2.01,191.40,,,,,,,,,,,,,,,
,,,2.07,9590.0000,2.07,191.80,,,,,,,,,,,,,,,
,,,2.32,9610.0000,2.32,192.20,,,,,,,,,,,,,,,
,,,2.89,9630.0000,2.89,192.60,,,,,,,,,,,,,,,
,,,2.56,9650.0000,2.56,193.00,,,,,,,,,,,,,,,
,,,2.81,9670.0000,2.81,193.40,,,,,,,,,,,,,,,
,,,2.59,9690.0000,2.59,193.80,,,,,,,,,,,,,,,
,,,2.28,9710.0000,2.28,194.20,,,,,,,,,,,,,,,
,,,2.14,9730.0000,2.14,194.60,,,,,,,,,,,,,,,
,,,2.49,9750.0000,2.49,195.00,,,,,,,,,,,,,,,
,,,1.85,9770.0000,1.85,195.40,,,,,,,,,,,,,,,
,,,0.60,9790.0000,0.60,195.80,,,,,,,,,,,,,,,
,,,2.00,9810.0000,2.00,196.20,,,,,,,,,,,,,,,
,,,1.37,9830.0000,1.37,196.60,,,,,,,,,,,,,,,
,,,1.55,9850.0000,1.55,197.00,,,,,,,,,,,,,,,
,,,1.69,9870.0000,1.69,197.40,,,,,,,,,,,,,,,
,,,2.30,9890.0000,2.30,197.80,,,,,,,,,,,,,,,
,,,2.37,9910.0000,2.37,198.20,,,,,,,,,,,,,,,
,,,3.43,9930.0000,3.43,198.60,,,,,,,,,,,,,,,
,,,2.26,9950.0000,2.26,199.00,,,,,,,,,,,,,,,
,,,2.57,9970.0000,2.57,199.40,,,,,,,,,,,,,,,
,,,2.23,9990.0000,2.23,199.80,,,,,,,,,,,,,,,
,,,1.98,10010.0000,1.98,200.20,,,,,,,,,,,,,,,
,,,1.90,10030.0000,1.90,200.60,,,,,,,,,,,,,,,
,,,1.45,10050.0000,1.45,201.00,,,,,,,,,,,,,,,
,,,1.77,10070.0000,1.77,201.40,,,,,,,,,,,,,,,
,,,1.58,10090.0000,1.58,201.80,,,,,,,,,,,,,,,
,,,1.14,10110.0000,1.14,202.20,,,,,,,,,,,,,,,
,,,0.86,10130.0000,0.86,202.60,,,,,,,,,,,,,,,
,,,1.08,10150.0000,1.08,203.00,,,,,,,,,,,,,,,
,,,0.95,10170.0000,0.95,203.40,,,,,,,,,,,,,,,
,,,1.93,10190.0000,1.93,203.80,,,,,,,,,,,,,,,
,,,1.38,10210.0000,1.38,204.20,,,,,,,,,,,,,,,
,,,0.46,10230.0000,0.46,204.60,,,,,,,,,,,,,,,
,,,-0.14,10250.0000,-0.14,205.00,,,,,,,,,,,,,,,
,,,0.88,10270.0000,0.88,205.40,,,,,,,,,,,,,,,
,,,1.38,10290.0000,1.38,205.80,,,,,,,,,,,,,,,
,,,0.46,10310.0000,0.46,206.20,,,,,,,,,,,,,,,
,,,0.88,10330.0000,0.88,206.60,,,,,,,,,,,,,,,
,,,1.08,10350.0000,1.08,207.00,,,,,,,,,,,,,,,
,,,0.52,10370.0000,0.52,207.40,,,,,,,,,,,,,,,
,,,1.35,10390.0000,1.35,207.80,,,,,,,,,,,,,,,
,,,0.61,10410.0000,0.61,208.20,,,,,,,,,,,,,,,
,,,0.89,10430.0000,0.89,208.60,,,,,,,,,,,,,,,
,,,1.69,10450.0000,1.69,209.00,,,,,,,,,,,,,,,
,,,1.33,10470.0000,1.33,209.40,,,,,,,,,,,,,,,
,,,0.73,10490.0000,0.73,209.80,,,,,,,,,,,,,,,
,,,0.16,10510.0000,0.16,210.20,,,,,,,,,,,,,,,
,,,-0.37,10530.0000,-0.37,210.60,,,,,,,,,,,,,,,
,,,0.14,10550.0000,0.14,211.00,,,,,,,,,,,,,,,
,,,0.37,10570.0000,0.37,211.40,,,,,,,,,,,,,,,
,,,0.37,10590.0000,0.37,211.80,,,,,,,,,,,,,,,
,,,0.08,10610.0000,0.08,212.20,,,,,,,,,,,,,,,
,,,0.57,10630.0000,0.57,212.60,,,,,,,,,,,,,,,
,,,0.32,10650.0000,0.32,213.00,,,,,,,,,,,,,,,
,,,0.43,10670.0000,0.43,213.40,,,,,,,,,,,,,,,
,,,0.04,10690.0000,0.04,213.80,,,,,,,,,,,,,,,
,,,-0.24,10710.0000,-0.24,214.20,,,,,,,,,,,,,,,
,,,-0.26,10730.0000,-0.26,214.60,,,,,,,,,,,,,,,
,,,0.11,10750.0000,0.11,215.00,,,,,,,,,,,,,,,
,,,-0.31,10770.0000,-0.31,215.40,,,,,,,,,,,,,,,
,,,-0.65,10790.0000,-0.65,215.80,,,,,,,,,,,,,,,
,,,-0.55,10810.0000,-0.55,216.20,,,,,,,,,,,,,,,
,,,-0.99,10830.0000,-0.99,216.60,,,,,,,,,,,,,,,
,,,-1.77,10850.0000,-1.77,217.00,,,,,,,,,,,,,,,
,,,-1.86,10870.0000,-1.86,217.40,,,,,,,,,,,,,,,
,,,-1.51,10890.0000,-1.51,217.80,,,,,,,,,,,,,,,
,,,-1.36,10910.0000,-1.36,218.20,,,,,,,,,,,,,,,
,,,-1.01,10930.0000,-1.01,218.60,,,,,,,,,,,,,,,
,,,-1.42,10950.0000,-1.42,219.00,,,,,,,,,,,,,,,
,,,-1.25,10970.0000,-1.25,219.40,,,,,,,,,,,,,,,
,,,-1.72,10990.0000,-1.72,219.80,,,,,,,,,,,,,,,
,,,-1.63,11010.0000,-1.63,220.20,,,,,,,,,,,,,,,
,,,-1.36,11030.0000,-1.36,220.60,,,,,,,,,,,,,,,
,,,-1.44,11050.0000,-1.44,221.00,,,,,,,,,,,,,,,
,,,-1.52,11070.0000,-1.52,221.40,,,,,,,,,,,,,,,
,,,-1.58,11090.0000,-1.58,221.80,,,,,,,,,,,,,,,
,,,-2.11,11110.0000,-2.11,222.20,,,,,,,,,,,,,,,
,,,-2.01,11130.0000,-2.01,222.60,,,,,,,,,,,,,,,
,,,-1.81,11150.0000,-1.81,223.00,,,,,,,,,,,,,,,
,,,-2.09,11170.0000,-2.09,223.40,,,,,,,,,,,,,,,
,,,-1.90,11190.0000,-1.90,223.80,,,,,,,,,,,,,,,
,,,-1.78,11210.0000,-1.78,224.20,,,,,,,,,,,,,,,
,,,-2.07,11230.0000,-2.07,224.60,,,,,,,,,,,,,,,
,,,-2.42,11250.0000,-2.42,225.00,,,,,,,,,,,,,,,
,,,-2.42,11270.0000,-2.42,225.40,,,,,,,,,,,,,,,
,,,-1.74,11290.0000,-1.74,225.80,,,,,,,,,,,,,,,
,,,-2.00,11310.0000,-2.00,226.20,,,,,,,,,,,,,,,
,,,-3.34,11330.0000,-3.34,226.60,,,,,,,,,,,,,,,
,,,-4.24,11350.0000,-4.24,227.00,,,,,,,,,,,,,,,
,,,-4.47,11370.0000,-4.47,227.40,,,,,,,,,,,,,,,
,,,-4.48,11390.0000,-4.48,227.80,,,,,,,,,,,,,,,
,,,-4.14,11410.0000,-4.14,228.20,,,,,,,,,,,,,,,
,,,-4.07,11430.0000,-4.07,228.60,,,,,,,,,,,,,,,
,,,-3.70,11450.0000,-3.70,229.00,,,,,,,,,,,,,,,
,,,-3.28,11470.0000,-3.28,229.40,,,,,,,,,,,,,,,
,,,-3.23,11490.0000,-3.23,229.80,,,,,,,,,,,,,,,
,,,-3.24,11510.0000,-3.24,230.20,,,,,,,,,,,,,,,
,,,-3.22,11530.0000,-3.22,230.60,,,,,,,,,,,,,,,
,,,-3.22,11550.0000,-3.22,231.00,,,,,,,,,,,,,,,
,,,-3.56,11570.0000,-3.56,231.40,,,,,,,,,,,,,,,
,,,-3.29,11590.0000,-3.29,231.80,,,,,,,,,,,,,,,
,,,-3.51,11610.0000,-3.51,232.20,,,,,,,,,,,,,,,
,,,-4.83,11630.0000,-4.83,232.60,,,,,,,,,,,,,,,
,,,-8.40,11650.0000,-8.40,233.00,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
