,,Proxy depth,Published Proxy,Published age,Published Temperature,Age model error,,,,,,,,,,,,,,,
,,198.00,0.3200,5886.7168,0.3200,118,,,,,,,,,,,,,,,
,,198.55,-0.5400,5905.1431,-0.5400,118,,,,,,,,,,,,,,,
,,199.10,-0.8900,5925.8252,-0.8900,119,,,,,,,,,,,,,,,
,,199.65,-0.7100,5946.1265,-0.7100,119,,,,,,,,,,,,,,,
,,200.20,-1.5400,5967.2681,-1.5400,119,,,,,,,,,,,,,,,
,,200.75,-0.5000,5988.5933,-0.5000,120,,,,,,,,,,,,,,,
,,201.30,0.4500,6008.7305,0.4500,120,,,,,,,,,,,,,,,
,,201.85,-0.0200,6027.9233,-0.0200,121,,,,,,,,,,,,,,,
,,202.40,-0.4000,6047.1118,-0.4000,121,,,,,,,,,,,,,,,
,,202.95,-0.8000,6066.7661,-0.8000,121,,,,,,,,,,,,,,,
,,203.50,0.0600,6086.9273,0.0600,122,,,,,,,,,,,,,,,
,,204.05,0.4900,6106.6733,0.4900,122,,,,,,,,,,,,,,,
,,204.60,-1.5200,6126.7148,-1.5200,123,,,,,,,,,,,,,,,
,,205.15,0.8000,6146.7520,0.8000,123,,,,,,,,,,,,,,,
,,205.70,-0.9300,6165.9961,-0.9300,123,,,,,,,,,,,,,,,
,,206.25,-0.5100,6185.5635,-0.5100,124,,,,,,,,,,,,,,,
,,206.80,-0.7100,6205.3252,-0.7100,124,,,,,,,,,,,,,,,
,,207.35,0.0300,6224.9219,0.0300,124,,,,,,,,,,,,,,,
,,207.90,-0.6800,6244.9058,-0.6800,125,,,,,,,,,,,,,,,
,,208.45,-1.2300,6265.2529,-1.2300,125,,,,,,,,,,,,,,,
,,209.00,0.2700,6285.9644,0.2700,126,,,,,,,,,,,,,,,
,,209.55,-0.1900,6306.1787,-0.1900,126,,,,,,,,,,,,,,,
,,210.10,-1.3000,6325.7813,-1.3000,127,,,,,,,,,,,,,,,
,,210.65,-1.5500,6346.0547,-1.5500,127,,,,,,,,,,,,,,,
,,211.20,-0.3800,6367.2222,-0.3800,127,,,,,,,,,,,,,,,
,,211.75,-1.3700,6387.9937,-1.3700,128,,,,,,,,,,,,,,,
,,212.30,-0.7600,6409.0547,-0.7600,128,,,,,,,,,,,,,,,
,,212.85,-0.4700,6430.1104,-0.4700,129,,,,,,,,,,,,,,,
,,213.40,0.7900,6449.4356,0.7900,129,,,,,,,,,,,,,,,
,,213.95,-0.1400,6468.3013,-0.1400,129,,,,,,,,,,,,,,,
,,214.50,-1.7800,6487.4092,-1.7800,130,,,,,,,,,,,,,,,
,,215.05,-1.3400,6508.7769,-1.3400,130,,,,,,,,,,,,,,,
,,215.60,0.8100,6530.5356,0.8100,131,,,,,,,,,,,,,,,
,,216.15,-0.4800,6550.4775,-0.4800,131,,,,,,,,,,,,,,,
,,216.70,-1.2700,6569.6611,-1.2700,131,,,,,,,,,,,,,,,
,,217.25,-0.7100,6590.1079,-0.7100,132,,,,,,,,,,,,,,,
,,217.80,-2.2700,6611.9805,-2.2700,132,,,,,,,,,,,,,,,
,,218.35,-0.2200,6633.3120,-0.2200,133,,,,,,,,,,,,,,,
,,218.90,-1.5000,6654.3989,-1.5000,133,,,,,,,,,,,,,,,
,,219.45,-2.0000,6675.4727,-2.0000,134,,,,,,,,,,,,,,,
,,220.00,0.6000,6695.0977,0.6000,134,,,,,,,,,,,,,,,
,,220.55,0.2300,6714.9268,0.2300,134,,,,,,,,,,,,,,,
,,221.10,-0.2800,6734.9507,-0.2800,135,,,,,,,,,,,,,,,
,,221.65,-1.4700,6754.8506,-1.4700,135,,,,,,,,,,,,,,,
,,222.20,-1.3100,6775.1992,-1.3100,136,,,,,,,,,,,,,,,
,,222.75,-1.2000,6796.6646,-1.2000,136,,,,,,,,,,,,,,,
,,223.30,-1.0700,6817.7344,-1.0700,136,,,,,,,,,,,,,,,
,,223.85,-0.5900,6837.8086,-0.5900,137,,,,,,,,,,,,,,,
,,224.40,0.7500,6857.5645,0.7500,137,,,,,,,,,,,,,,,
,,224.95,-0.2500,6876.7529,-0.2500,138,,,,,,,,,,,,,,,
,,225.50,0.9900,6894.7295,0.9900,138,,,,,,,,,,,,,,,
,,226.05,-0.7300,6913.0347,-0.7300,138,,,,,,,,,,,,,,,
,,226.60,-0.8000,6933.1968,-0.8000,139,,,,,,,,,,,,,,,
,,227.15,-1.2300,6953.4380,-1.2300,139,,,,,,,,,,,,,,,
,,227.70,-0.4900,6973.7510,-0.4900,139,,,,,,,,,,,,,,,
,,228.25,-0.2900,6993.7163,-0.2900,140,,,,,,,,,,,,,,,
,,228.80,-1.4400,7013.3799,-1.4400,140,,,,,,,,,,,,,,,
,,229.35,-0.9400,7034.4575,-0.9400,141,,,,,,,,,,,,,,,
,,229.90,-0.6600,7055.5220,-0.6600,141,,,,,,,,,,,,,,,
,,230.45,-1.1100,7076.3423,-1.1100,142,,,,,,,,,,,,,,,
,,231.00,-1.1600,7096.7163,-1.1600,142,,,,,,,,,,,,,,,
,,231.55,-0.3900,7117.5767,-0.3900,142,,,,,,,,,,,,,,,
,,232.10,-1.9100,7138.5464,-1.9100,143,,,,,,,,,,,,,,,
,,232.65,-3.0000,7159.6392,-3.0000,143,,,,,,,,,,,,,,,
,,233.20,-1.3200,7183.0381,-1.3200,144,,,,,,,,,,,,,,,
,,233.75,-0.9300,7206.1489,-0.9300,144,,,,,,,,,,,,,,,
,,234.30,-1.8200,7227.6948,-1.8200,145,,,,,,,,,,,,,,,
,,234.85,-1.5600,7248.8374,-1.5600,145,,,,,,,,,,,,,,,
,,235.40,-1.4300,7270.3140,-1.4300,145,,,,,,,,,,,,,,,
,,235.95,-0.4000,7291.7764,-0.4000,146,,,,,,,,,,,,,,,
,,236.50,0.8800,7311.0147,0.8800,146,,,,,,,,,,,,,,,
,,237.05,-0.8100,7329.8027,-0.8100,147,,,,,,,,,,,,,,,
,,237.60,-2.1000,7349.2124,-2.1000,147,,,,,,,,,,,,,,,
,,238.15,-1.0400,7370.9648,-1.0400,147,,,,,,,,,,,,,,,
,,238.70,-1.8400,7392.3257,-1.8400,148,,,,,,,,,,,,,,,
,,239.25,-1.6900,7414.3755,-1.6900,148,,,,,,,,,,,,,,,
,,239.80,-0.2400,7436.4126,-0.2400,149,,,,,,,,,,,,,,,
,,240.35,-1.5300,7457.4697,-1.5300,149,,,,,,,,,,,,,,,
,,240.90,-1.7700,7477.9424,-1.7700,150,,,,,,,,,,,,,,,
,,241.45,-0.9300,7498.4639,-0.9300,150,,,,,,,,,,,,,,,
,,242.00,0.0300,7518.7349,0.0300,150,,,,,,,,,,,,,,,
,,242.55,-0.9300,7538.6826,-0.9300,151,,,,,,,,,,,,,,,
,,243.10,0.7000,7557.2803,0.7000,151,,,,,,,,,,,,,,,
,,243.65,-0.7100,7576.2183,-0.7100,152,,,,,,,,,,,,,,,
,,244.20,0.8300,7595.2207,0.8300,152,,,,,,,,,,,,,,,
,,244.75,-1.1400,7614.2378,-1.1400,152,,,,,,,,,,,,,,,
,,245.30,-1.7100,7633.4961,-1.7100,153,,,,,,,,,,,,,,,
,,245.85,-0.8200,7654.5806,-0.8200,153,,,,,,,,,,,,,,,
,,246.40,-0.4600,7675.5928,-0.4600,154,,,,,,,,,,,,,,,
,,246.95,0.4300,7694.8091,0.4300,154,,,,,,,,,,,,,,,
,,247.50,-1.8800,7713.6621,-1.8800,154,,,,,,,,,,,,,,,
,,248.05,-1.1400,7733.2822,-1.1400,155,,,,,,,,,,,,,,,
,,248.60,0.7900,7753.1836,0.7900,155,,,,,,,,,,,,,,,
,,249.15,0.4700,7773.0493,0.4700,155,,,,,,,,,,,,,,,
,,249.70,-2.0300,7792.4536,-2.0300,156,,,,,,,,,,,,,,,
,,250.25,-1.0400,7812.2036,-1.0400,156,,,,,,,,,,,,,,,
,,250.80,-1.4700,7833.1519,-1.4700,157,,,,,,,,,,,,,,,
,,251.35,-1.4900,7854.2402,-1.4900,157,,,,,,,,,,,,,,,
,,251.90,-0.3400,7874.2207,-0.3400,157,,,,,,,,,,,,,,,
,,252.45,0.2600,7893.6187,0.2600,158,,,,,,,,,,,,,,,
,,253.00,-0.5600,7913.1206,-0.5600,158,,,,,,,,,,,,,,,
,,253.55,-1.0600,7932.9473,-1.0600,159,,,,,,,,,,,,,,,
,,254.10,-1.2400,7952.7700,-1.2400,159,,,,,,,,,,,,,,,
,,254.65,-1.4100,7973.7285,-1.4100,159,,,,,,,,,,,,,,,
,,255.20,-1.2500,7994.7852,-1.2500,160,,,,,,,,,,,,,,,
,,255.75,-2.1900,8016.2554,-2.1900,160,,,,,,,,,,,,,,,
,,256.30,-0.8700,8037.8994,-0.8700,161,,,,,,,,,,,,,,,
,,256.85,-3.0900,8060.0088,-3.0900,161,,,,,,,,,,,,,,,
,,257.40,-1.1300,8082.5244,-1.1300,162,,,,,,,,,,,,,,,
,,257.95,-0.6500,8104.1016,-0.6500,162,,,,,,,,,,,,,,,
,,258.50,-1.4000,8124.4756,-1.4000,162,,,,,,,,,,,,,,,
,,259.05,-2.0400,8145.2886,-2.0400,163,,,,,,,,,,,,,,,
,,259.60,-2.5400,8168.2236,-2.5400,163,,,,,,,,,,,,,,,
,,260.15,-2.2500,8191.0356,-2.2500,164,,,,,,,,,,,,,,,
,,260.70,-1.3100,8213.1074,-1.3100,164,,,,,,,,,,,,,,,
,,261.25,-1.7100,8235.1465,-1.7100,165,,,,,,,,,,,,,,,
,,261.80,-0.7700,8255.9473,-0.7700,165,,,,,,,,,,,,,,,
,,262.35,-1.3500,8276.7354,-1.3500,166,,,,,,,,,,,,,,,
,,262.90,-1.4300,8297.7139,-1.4300,166,,,,,,,,,,,,,,,
,,263.45,-1.2600,8318.7402,-1.2600,166,,,,,,,,,,,,,,,
,,264.00,-1.2400,8339.9971,-1.2400,167,,,,,,,,,,,,,,,
,,264.55,-2.4000,8361.4170,-2.4000,167,,,,,,,,,,,,,,,
,,265.10,-1.6900,8383.1318,-1.6900,168,,,,,,,,,,,,,,,
,,265.65,-1.8900,8405.2715,-1.8900,168,,,,,,,,,,,,,,,
,,266.20,-1.4000,8426.9414,-1.4000,169,,,,,,,,,,,,,,,
,,266.75,-0.7400,8447.5625,-0.7400,169,,,,,,,,,,,,,,,
,,267.30,-0.7000,8468.1367,-0.7000,169,,,,,,,,,,,,,,,
,,267.85,-0.8500,8488.2539,-0.8500,170,,,,,,,,,,,,,,,
,,268.40,-2.7900,8508.3672,-2.7900,170,,,,,,,,,,,,,,,
,,268.95,-0.7400,8528.8818,-0.7400,171,,,,,,,,,,,,,,,
,,269.50,0.3800,8549.5088,0.3800,171,,,,,,,,,,,,,,,
,,270.05,-0.8100,8569.6250,-0.8100,171,,,,,,,,,,,,,,,
,,270.60,-1.5400,8589.3164,-1.5400,172,,,,,,,,,,,,,,,
,,271.15,0.0200,8608.9815,0.0200,172,,,,,,,,,,,,,,,
,,271.70,-1.2200,8628.5440,-1.2200,173,,,,,,,,,,,,,,,
,,272.25,-1.1300,8648.0938,-1.1300,173,,,,,,,,,,,,,,,
,,272.80,-0.7000,8668.1660,-0.7000,173,,,,,,,,,,,,,,,
,,273.35,-1.6000,8688.3076,-1.6000,174,,,,,,,,,,,,,,,
,,273.90,-1.5500,8708.8613,-1.5500,174,,,,,,,,,,,,,,,
,,274.45,-0.8400,8729.6982,-0.8400,175,,,,,,,,,,,,,,,
,,275.00,-1.2900,8750.1445,-1.2900,175,,,,,,,,,,,,,,,
,,275.55,-0.4400,8769.9473,-0.4400,175,,,,,,,,,,,,,,,
,,276.10,-2.0000,8789.8643,-2.0000,176,,,,,,,,,,,,,,,
,,276.65,-1.6200,8811.4551,-1.6200,176,,,,,,,,,,,,,,,
,,277.20,-0.9300,8833.0322,-0.9300,177,,,,,,,,,,,,,,,
,,277.75,-0.1900,8852.4766,-0.1900,177,,,,,,,,,,,,,,,
,,278.30,-0.9000,8871.7236,-0.9000,177,,,,,,,,,,,,,,,
,,278.85,-0.8600,8891.2451,-0.8600,178,,,,,,,,,,,,,,,
,,279.40,-0.8600,8910.9854,-0.8600,178,,,,,,,,,,,,,,,
,,279.95,-1.1300,8930.5586,-1.1300,179,,,,,,,,,,,,,,,
,,280.50,0.0500,8949.6299,0.0500,179,,,,,,,,,,,,,,,
,,281.05,-0.1000,8968.6982,-0.1000,179,,,,,,,,,,,,,,,
,,281.60,-1.4900,8988.2100,-1.4900,180,,,,,,,,,,,,,,,
,,282.15,-0.6700,9007.7959,-0.6700,180,,,,,,,,,,,,,,,
,,282.70,-0.9400,9027.3076,-0.9400,181,,,,,,,,,,,,,,,
,,283.25,-0.5900,9046.7559,-0.5900,181,,,,,,,,,,,,,,,
,,283.80,-1.0900,9066.2012,-1.0900,181,,,,,,,,,,,,,,,
,,284.35,-0.4900,9085.6289,-0.4900,182,,,,,,,,,,,,,,,
,,284.90,-0.4900,9105.0449,-0.4900,182,,,,,,,,,,,,,,,
,,285.45,-2.5600,9126.0322,-2.5600,183,,,,,,,,,,,,,,,
,,286.00,-1.9000,9147.3174,-1.9000,183,,,,,,,,,,,,,,,
,,286.55,-0.0600,9167.6055,-0.0600,183,,,,,,,,,,,,,,,
,,287.10,-1.4200,9187.4424,-1.4200,184,,,,,,,,,,,,,,,
,,287.65,0.1100,9206.5088,0.1100,184,,,,,,,,,,,,,,,
,,288.20,0.5400,9224.4336,0.5400,184,,,,,,,,,,,,,,,
,,288.75,-0.5100,9242.3565,-0.5100,185,,,,,,,,,,,,,,,
,,289.30,-0.9900,9261.8262,-0.9900,185,,,,,,,,,,,,,,,
,,289.85,-1.5700,9281.4941,-1.5700,186,,,,,,,,,,,,,,,
,,290.40,-0.0400,9300.6729,-0.0400,186,,,,,,,,,,,,,,,
,,290.95,-0.2800,9319.4922,-0.2800,186,,,,,,,,,,,,,,,
,,291.50,-0.4500,9338.2959,-0.4500,187,,,,,,,,,,,,,,,
,,292.05,-0.5700,9357.0273,-0.5700,187,,,,,,,,,,,,,,,
,,292.60,-0.1400,9375.7441,-0.1400,188,,,,,,,,,,,,,,,
,,293.15,-0.3300,9393.9570,-0.3300,188,,,,,,,,,,,,,,,
,,293.70,0.2400,9412.0000,0.2400,188,,,,,,,,,,,,,,,
,,294.25,0.3600,9429.8516,0.3600,189,,,,,,,,,,,,,,,
,,294.80,0.4800,9447.1660,0.4800,189,,,,,,,,,,,,,,,
,,295.35,-0.4800,9464.4678,-0.4800,189,,,,,,,,,,,,,,,
,,295.90,-2.0200,9483.6006,-2.0200,190,,,,,,,,,,,,,,,
,,296.45,-0.3300,9503.5781,-0.3300,190,,,,,,,,,,,,,,,
,,297.00,-1.1100,9523.0684,-1.1100,190,,,,,,,,,,,,,,,
,,297.55,0.0400,9541.8066,0.0400,191,,,,,,,,,,,,,,,
,,298.10,-0.7500,9560.5303,-0.7500,191,,,,,,,,,,,,,,,
,,298.65,0.7900,9578.3184,0.7900,192,,,,,,,,,,,,,,,
,,299.20,-0.1000,9596.1045,-0.1000,192,,,,,,,,,,,,,,,
,,299.75,-1.1600,9614.3604,-1.1600,192,,,,,,,,,,,,,,,
,,300.30,-0.0800,9633.1250,-0.0800,193,,,,,,,,,,,,,,,
,,300.85,-0.3800,9651.7695,-0.3800,193,,,,,,,,,,,,,,,
,,301.40,1.1100,9669.0195,1.1100,193,,,,,,,,,,,,,,,
,,301.95,-0.0400,9686.2686,-0.0400,194,,,,,,,,,,,,,,,
,,302.50,0.0100,9703.6035,0.0100,194,,,,,,,,,,,,,,,
,,303.05,0.4500,9721.0254,0.4500,194,,,,,,,,,,,,,,,
,,303.60,-0.0700,9738.4336,-0.0700,195,,,,,,,,,,,,,,,
,,304.15,1.3300,9755.0537,1.3300,195,,,,,,,,,,,,,,,
,,304.70,0.6200,9771.6104,0.6200,195,,,,,,,,,,,,,,,
,,305.25,-2.4000,9788.9502,-2.4000,196,,,,,,,,,,,,,,,
,,305.80,-0.1300,9808.6514,-0.1300,196,,,,,,,,,,,,,,,
,,306.35,-0.2000,9828.3398,-0.2000,197,,,,,,,,,,,,,,,
,,306.90,-1.5700,9847.2090,-1.5700,197,,,,,,,,,,,,,,,
,,307.45,0.6800,9866.0117,0.6800,197,,,,,,,,,,,,,,,
,,308.00,-0.6100,9884.2412,-0.6100,198,,,,,,,,,,,,,,,
,,308.55,0.1500,9901.9756,0.1500,198,,,,,,,,,,,,,,,
,,309.10,-0.6500,9919.7363,-0.6500,198,,,,,,,,,,,,,,,
,,309.65,-0.9700,9938.5440,-0.9700,199,,,,,,,,,,,,,,,
,,310.20,0.3500,9957.3506,0.3500,199,,,,,,,,,,,,,,,
,,310.75,-0.3600,9975.7627,-0.3600,200,,,,,,,,,,,,,,,
,,311.30,-0.7500,9993.9570,-0.7500,200,,,,,,,,,,,,,,,
,,311.85,0.2600,10011.9775,0.2600,200,,,,,,,,,,,,,,,
,,312.40,0.3200,10029.3438,0.3200,201,,,,,,,,,,,,,,,
,,312.95,-0.2000,10046.7100,-0.2000,201,,,,,,,,,,,,,,,
,,313.50,0.2900,10064.6074,0.2900,201,,,,,,,,,,,,,,,
,,314.05,-1.1800,10082.8076,-1.1800,202,,,,,,,,,,,,,,,
,,314.60,0.0200,10100.7148,0.0200,202,,,,,,,,,,,,,,,
,,315.15,1.3900,10117.3848,1.3900,202,,,,,,,,,,,,,,,
,,315.70,0.4300,10134.0547,0.4300,203,,,,,,,,,,,,,,,
,,316.25,-0.0200,10151.3037,-0.0200,203,,,,,,,,,,,,,,,
,,316.80,-0.4700,10169.0801,-0.4700,203,,,,,,,,,,,,,,,
,,317.35,0.3800,10186.8447,0.3800,204,,,,,,,,,,,,,,,
,,317.90,-0.2000,10204.6504,-0.2000,204,,,,,,,,,,,,,,,
,,318.45,-1.0800,10222.4570,-1.0800,204,,,,,,,,,,,,,,,
,,319.00,-1.3800,10240.6914,-1.3800,205,,,,,,,,,,,,,,,
,,319.55,0.6100,10259.3174,0.6100,205,,,,,,,,,,,,,,,
,,320.10,-0.0700,10277.8193,-0.0700,206,,,,,,,,,,,,,,,
,,320.65,-0.1500,10295.4287,-0.1500,206,,,,,,,,,,,,,,,
,,321.20,0.1200,10313.0391,0.1200,206,,,,,,,,,,,,,,,
,,321.75,-1.7600,10331.2852,-1.7600,207,,,,,,,,,,,,,,,
,,322.30,0.2600,10349.9658,0.2600,207,,,,,,,,,,,,,,,
,,322.85,-1.2700,10368.6934,-1.2700,207,,,,,,,,,,,,,,,
,,323.40,-0.4700,10387.6484,-0.4700,208,,,,,,,,,,,,,,,
,,323.95,-0.7100,10406.6045,-0.7100,208,,,,,,,,,,,,,,,
,,324.50,-1.5300,10425.6660,-1.5300,209,,,,,,,,,,,,,,,
,,325.05,0.3100,10444.7451,0.3100,209,,,,,,,,,,,,,,,
,,325.60,0.5300,10462.4648,0.5300,209,,,,,,,,,,,,,,,
,,326.15,1.1600,10478.7090,1.1600,210,,,,,,,,,,,,,,,
,,326.70,0.4100,10494.9551,0.4100,210,,,,,,,,,,,,,,,
,,327.25,-0.0200,10511.0078,-0.0200,210,,,,,,,,,,,,,,,
,,327.80,2.1200,10527.0107,2.1200,211,,,,,,,,,,,,,,,
,,328.35,-1.2300,10543.0801,-1.2300,211,,,,,,,,,,,,,,,
,,328.90,-0.1200,10561.7129,-0.1200,211,,,,,,,,,,,,,,,
,,329.45,-0.5500,10580.3486,-0.5500,212,,,,,,,,,,,,,,,
,,330.00,-0.8800,10599.0938,-0.8800,212,,,,,,,,,,,,,,,
,,330.55,-0.6400,10617.9082,-0.6400,212,,,,,,,,,,,,,,,
,,331.10,-0.5100,10636.5059,-0.5100,213,,,,,,,,,,,,,,,
,,331.65,-0.2700,10654.5195,-0.2700,213,,,,,,,,,,,,,,,
,,332.20,0.8600,10672.5352,0.8600,213,,,,,,,,,,,,,,,
,,332.75,-0.7700,10690.5020,-0.7700,214,,,,,,,,,,,,,,,
,,333.30,-0.8400,10708.4600,-0.8400,214,,,,,,,,,,,,,,,
,,333.85,-1.0100,10726.8691,-1.0100,215,,,,,,,,,,,,,,,
,,334.40,-1.0800,10746.2324,-1.0800,215,,,,,,,,,,,,,,,
,,334.95,-0.9600,10765.5918,-0.9600,215,,,,,,,,,,,,,,,
,,335.50,-0.3500,10784.1104,-0.3500,216,,,,,,,,,,,,,,,
,,336.05,-0.2200,10802.6348,-0.2200,216,,,,,,,,,,,,,,,
,,336.60,0.2500,10820.6396,0.2500,216,,,,,,,,,,,,,,,
,,337.15,-0.5100,10838.3174,-0.5100,217,,,,,,,,,,,,,,,
,,337.70,-1.3600,10856.1475,-1.3600,217,,,,,,,,,,,,,,,
,,338.25,-0.8000,10875.4150,-0.8000,218,,,,,,,,,,,,,,,
,,338.80,-0.3300,10894.6758,-0.3300,218,,,,,,,,,,,,,,,
,,339.35,0.2800,10912.8857,0.2800,218,,,,,,,,,,,,,,,
,,339.90,-0.9600,10930.7822,-0.9600,219,,,,,,,,,,,,,,,
,,340.45,-1.8100,10949.2148,-1.8100,219,,,,,,,,,,,,,,,
,,341.00,-0.6600,10968.9082,-0.6600,219,,,,,,,,,,,,,,,
,,341.55,-0.1200,10988.5869,-0.1200,220,,,,,,,,,,,,,,,
,,342.10,-0.2700,11006.1572,-0.2700,220,,,,,,,,,,,,,,,
,,342.65,0.3000,11023.7334,0.3000,220,,,,,,,,,,,,,,,
,,343.20,-0.0800,11041.7080,-0.0800,221,,,,,,,,,,,,,,,
,,343.75,-1.4500,11060.0918,-1.4500,221,,,,,,,,,,,,,,,
,,344.30,-1.1400,11078.5186,-1.1400,222,,,,,,,,,,,,,,,
,,344.85,-0.4700,11097.5898,-0.4700,222,,,,,,,,,,,,,,,
,,345.40,-1.4100,11116.6689,-1.4100,222,,,,,,,,,,,,,,,
,,345.95,-1.6200,11136.4746,-1.6200,223,,,,,,,,,,,,,,,
,,346.50,-0.9300,11156.5488,-0.9300,223,,,,,,,,,,,,,,,
,,347.05,0.3700,11175.1875,0.3700,224,,,,,,,,,,,,,,,
,,347.60,0.5300,11192.2822,0.5300,224,,,,,,,,,,,,,,,
,,348.15,0.1800,11209.3838,0.1800,224,,,,,,,,,,,,,,,
,,348.70,-0.2900,11227.6016,-0.2900,225,,,,,,,,,,,,,,,
,,349.25,-2.1500,11245.9404,-2.1500,225,,,,,,,,,,,,,,,
,,349.80,-0.6100,11264.5518,-0.6100,225,,,,,,,,,,,,,,,
,,350.35,-0.3200,11283.4590,-0.3200,226,,,,,,,,,,,,,,,
,,350.90,-0.9500,11302.1328,-0.9500,226,,,,,,,,,,,,,,,
,,351.45,1.2900,11318.9443,1.2900,226,,,,,,,,,,,,,,,
,,352.00,1.1100,11335.7520,1.1100,227,,,,,,,,,,,,,,,
,,352.55,-1.7700,11353.6064,-1.7700,227,,,,,,,,,,,,,,,
,,353.10,-0.7800,11372.5303,-0.7800,227,,,,,,,,,,,,,,,
,,353.65,-1.5900,11391.5273,-1.5900,228,,,,,,,,,,,,,,,
,,354.20,-0.7700,11410.9902,-0.7700,228,,,,,,,,,,,,,,,
,,354.75,-0.3700,11430.4473,-0.3700,229,,,,,,,,,,,,,,,
,,355.30,0.4200,11448.0908,0.4200,229,,,,,,,,,,,,,,,
,,355.85,0.1400,11465.3408,0.1400,229,,,,,,,,,,,,,,,
,,356.40,0.7900,11482.4912,0.7900,230,,,,,,,,,,,,,,,
,,356.95,0.2800,11499.3379,0.2800,230,,,,,,,,,,,,,,,
,,357.50,-0.7300,11516.1816,-0.7300,230,,,,,,,,,,,,,,,
,,358.05,-1.3300,11534.6416,-1.3300,231,,,,,,,,,,,,,,,
,,358.60,-0.9200,11554.0088,-0.9200,231,,,,,,,,,,,,,,,
,,359.15,-1.1600,11573.4229,-1.1600,231,,,,,,,,,,,,,,,
,,359.70,-1.1500,11592.9346,-1.1500,232,,,,,,,,,,,,,,,
,,360.25,-0.1900,11612.4434,-0.1900,232,,,,,,,,,,,,,,,
,,360.80,-1.0500,11630.7852,-1.0500,233,,,,,,,,,,,,,,,
,,361.35,0.0100,11649.1289,0.0100,233,,,,,,,,,,,,,,,
,,361.90,-1.0600,11667.3623,-1.0600,233,,,,,,,,,,,,,,,
,,362.45,0.0700,11685.5176,0.0700,234,,,,,,,,,,,,,,,
,,363.00,-1.2900,11703.7500,-1.2900,234,,,,,,,,,,,,,,,
,,363.55,-0.5000,11722.7441,-0.5000,234,,,,,,,,,,,,,,,
,,364.10,-0.8800,11741.7461,-0.8800,235,,,,,,,,,,,,,,,
,,364.65,0.0700,11760.4072,0.0700,235,,,,,,,,,,,,,,,
,,365.20,-1.3000,11778.9531,-1.3000,236,,,,,,,,,,,,,,,
,,365.75,-2.4800,11798.4639,-2.4800,236,,,,,,,,,,,,,,,
,,366.30,-1.8500,11819.9482,-1.8500,236,,,,,,,,,,,,,,,
,,366.85,-2.0900,11841.3965,-2.0900,237,,,,,,,,,,,,,,,
,,367.40,-1.8600,11862.6777,-1.8600,237,,,,,,,,,,,,,,,
,,367.95,-2.1100,11883.9570,-2.1100,238,,,,,,,,,,,,,,,
,,368.50,-1.8400,11905.2725,-1.8400,238,,,,,,,,,,,,,,,
,,369.05,-2.7800,11926.5986,-2.7800,239,,,,,,,,,,,,,,,
,,369.60,-2.6400,11949.4121,-2.6400,239,,,,,,,,,,,,,,,
,,370.15,-1.6900,11972.2861,-1.6900,239,,,,,,,,,,,,,,,
,,370.70,-1.9900,11993.3936,-1.9900,240,,,,,,,,,,,,,,,
,,371.25,-1.9600,12014.4326,-1.9600,240,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
